Name,SKU,Barcode,Description,Category,Brand,Unit,Supplier,Cost Price,Selling Price,MRP,Quantity,Reorder Level,Max Stock Level,Location,GST Rate,Active
Whiskas Product Natural 1kg - AFWG,SNA-WHISK-027938667,8908208865078,Quality Whiskas Product Natural 1kg - AFWG from Whiskas. Trusted by Indian families.,Snacks,Whiskas,Pack,Kolkata Trading Company,34,49,54,58,20,100,,18,Yes
Unilever Product Special 500ml - DF37,SNA-UNIL-027969580,8906737850847,Quality Unilever Product Special 500ml - DF37 from Unilever. Trusted by Indian families.,Snacks,Unilever,Pieces,Bangalore Fresh Produce,40,57,63,19,20,100,,18,Yes
Maggi Product 500ml - 7H6S,SNA-MAGGI-027998551,8902712513846,Premium Maggi Product 500ml - 7H6S with excellent quality and taste.,Snacks,Maggi,Kilogram,Kolkata Trading Company,41,59,65,91,20,100,,18,Yes
Fortune Product Classic Family Pack - GR2H,SNA-FORT-028035425,8905201958575,Fresh Fortune Product Classic Family Pack - GR2H at best prices. Perfect for daily use.,Snacks,Fortune,Pieces,Mumbai FMCG Distributors,33,47,52,43,20,100,,18,Yes
Himalaya Product Organic 500g - 0RD4,SNA-HIMAL-028067607,8901672185620,Quality Himalaya Product Organic 500g - 0RD4 from Himalaya. Trusted by Indian families.,Snacks,Himalaya,Kilogram,Bangalore Fresh Produce,33,47,52,19,20,100,,18,Yes
Unilever Product Special Pack of 5 - KDWR,SNA-UNIL-028106557,8902339856616,Premium Unilever Product Special Pack of 5 - KDWR with excellent quality and taste.,Snacks,Unilever,Kilogram,Pune Organic Supplies,41,58,64,26,20,100,,18,Yes
India Gate Product Special 500ml - SHLK,SNA-INDGATE-028141348,8903141851977,Quality India Gate Product Special 500ml - SHLK from India Gate. Trusted by Indian families.,Snacks,India Gate,Kilogram,Kolkata Trading Company,34,48,53,45,20,100,,18,Yes
Nestle Product Deluxe 200ml - CLRR,SNA-NEST-028172420,8904638161084,Premium Nestle Product Deluxe 200ml - CLRR with excellent quality and taste.,Snacks,Nestle,Millilitre,Bangalore Fresh Produce,28,40,44,56,20,100,,18,Yes
Johnson & Johnson Product Organic - UAYW,SNA-JJ-028204199,8901966876606,Premium Johnson & Johnson Product Organic - UAYW with excellent quality and taste.,Snacks,Johnson & Johnson,Pack,Kolkata Trading Company,43,61,67,64,20,100,,18,Yes
Patanjali Product Organic 500g - 6VSS,SNA-PATAN-028235791,8902602039314,Premium Patanjali Product Organic 500g - 6VSS with excellent quality and taste.,Snacks,Patanjali,Litre,Mumbai FMCG Distributors,31,44,48,40,20,100,,18,Yes
Coca Cola Product 1kg - ZFZT,SNA-COKE-028268991,8907684431440,Premium Coca Cola Product 1kg - ZFZT with excellent quality and taste.,Snacks,Coca Cola,Litre,Mumbai FMCG Distributors,33,47,52,47,20,100,,18,Yes
Parle Product Deluxe Pack of 5 - S1UP,SNA-PARLE-028298509,8905067957084,Quality Parle Product Deluxe Pack of 5 - S1UP from Parle. Trusted by Indian families.,Snacks,Parle,Pieces,Ahmedabad Snack Mills,39,56,62,29,20,100,,18,Yes
Bajaj Product Special Family Pack - ECON,SNA-BAJAJ-028328172,8905269684447,Quality Bajaj Product Special Family Pack - ECON from Bajaj. Trusted by Indian families.,Snacks,Bajaj,Dozen,Hyderabad Dairy Co-op,39,56,62,85,20,100,,18,Yes
Tata Sampann Product Super 500g - Q7JA,SNA-TATAS-028360758,8908724896940,Fresh Tata Sampann Product Super 500g - Q7JA at best prices. Perfect for daily use.,Snacks,Tata Sampann,Pieces,Delhi Wholesale Market,34,48,53,89,20,100,,18,Yes
Kelloggs Product Premium Pack of 2 - W7PS,SNA-KELLO-028391447,8902235869139,Fresh Kelloggs Product Premium Pack of 2 - W7PS at best prices. Perfect for daily use.,Snacks,Kelloggs,Pieces,Hyderabad Dairy Co-op,37,53,58,67,20,100,,18,Yes
Patanjali Product 1L - Z7PY,SNA-PATAN-028423934,8902234540995,Premium Patanjali Product 1L - Z7PY with excellent quality and taste.,Snacks,Patanjali,Gram,Chennai Spice House,60,86,95,48,20,100,,18,Yes
Aashirvaad Product Super Pack of 5 - DDZ6,SNA-AASHI-028453435,8909012673162,Quality Aashirvaad Product Super Pack of 5 - DDZ6 from Aashirvaad. Trusted by Indian families.,Snacks,Aashirvaad,Kilogram,Pune Organic Supplies,39,56,62,57,20,100,,18,Yes
Emami Product Premium 1L - JCFI,SNA-EMAMI-028484596,8909646994465,Quality Emami Product Premium 1L - JCFI from Emami. Trusted by Indian families.,Snacks,Emami,Gram,Bangalore Fresh Produce,28,40,44,86,20,100,,18,Yes
Havells Product Deluxe 1L - JMHP,SNA-HAVELL-028518101,8902531582731,Premium Havells Product Deluxe 1L - JMHP with excellent quality and taste.,Snacks,Havells,Pack,Hyderabad Dairy Co-op,29,41,45,111,20,100,,18,Yes
Procter & Gamble Product Special 500g - SGYK,SNA-PG-028552838,8908589717824,Premium Procter & Gamble Product Special 500g - SGYK with excellent quality and taste.,Snacks,Procter & Gamble,Pieces,Mumbai FMCG Distributors,37,53,58,22,20,100,,18,Yes
Marico Product Economy 1kg - FX9Q,SNA-MARICO-028586790,8904775627576,Fresh Marico Product Economy 1kg - FX9Q at best prices. Perfect for daily use.,Snacks,Marico,Dozen,Delhi Wholesale Market,28,40,44,49,20,100,,18,Yes
Patanjali Product Premium 250g - 6JVV,SNA-PATAN-028617992,8907712171748,Quality Patanjali Product Premium 250g - 6JVV from Patanjali. Trusted by Indian families.,Snacks,Patanjali,Kilogram,Bangalore Fresh Produce,58,83,91,30,20,100,,18,Yes
Pedigree Product Premium Pack of 2 - VZOO,SNA-PEDI-028652802,8901468071757,Fresh Pedigree Product Premium Pack of 2 - VZOO at best prices. Perfect for daily use.,Snacks,Pedigree,Dozen,Ahmedabad Snack Mills,29,41,45,89,20,100,,18,Yes
ITC Product Deluxe 500g - QAOG,SNA-ITC-028685434,8901816143561,Premium ITC Product Deluxe 500g - QAOG with excellent quality and taste.,Snacks,ITC,Dozen,Ahmedabad Snack Mills,43,62,68,37,20,100,,18,Yes
Pedigree Product Special Pack of 5 - WBBF,SNA-PEDI-028719738,8904560658094,Fresh Pedigree Product Special Pack of 5 - WBBF at best prices. Perfect for daily use.,Snacks,Pedigree,Pack,Chennai Spice House,41,59,65,80,20,100,,18,Yes
Emami Product Economy Family Pack - JXGB,SNA-EMAMI-028750950,8904586725036,Premium Emami Product Economy Family Pack - JXGB with excellent quality and taste.,Snacks,Emami,Pieces,Kolkata Trading Company,36,51,56,94,20,100,,18,Yes
Bajaj Product Super Pack of 5 - YMHV,SNA-BAJAJ-028782781,8906936266357,Fresh Bajaj Product Super Pack of 5 - YMHV at best prices. Perfect for daily use.,Snacks,Bajaj,Gram,Kolkata Trading Company,31,45,50,61,20,100,,18,Yes
Tata Sampann Product Natural 1L - SAEY,SNA-TATAS-028813868,8909529794193,Fresh Tata Sampann Product Natural 1L - SAEY at best prices. Perfect for daily use.,Snacks,Tata Sampann,Dozen,Mumbai FMCG Distributors,38,54,59,45,20,100,,18,Yes
Vadilal Product Premium Pack of 2 - BA5K,SNA-VADIL-028847301,8901466193484,Quality Vadilal Product Premium Pack of 2 - BA5K from Vadilal. Trusted by Indian families.,Snacks,Vadilal,Millilitre,Kolkata Trading Company,46,65,72,5,20,100,,18,Yes
Marico Product Family Pack - 67CX,SNA-MARICO-028878617,8903430380896,Quality Marico Product Family Pack - 67CX from Marico. Trusted by Indian families.,Snacks,Marico,Gram,Chennai Spice House,31,45,50,64,20,100,,18,Yes
Vadilal Product Deluxe Pack of 2 - ERR8,SNA-VADIL-028909186,8904687774043,Premium Vadilal Product Deluxe Pack of 2 - ERR8 with excellent quality and taste.,Snacks,Vadilal,Pack,Hyderabad Dairy Co-op,34,48,53,72,20,100,,18,Yes
Godrej Product Organic Pack of 5 - AUSB,SNA-GODREJ-028942392,8909471510409,Premium Godrej Product Organic Pack of 5 - AUSB with excellent quality and taste.,Snacks,Godrej,Gram,Bangalore Fresh Produce,50,71,78,51,20,100,,18,Yes
Everest Product Classic - LZRU,SNA-EVER-028972986,8903162683738,Quality Everest Product Classic - LZRU from Everest. Trusted by Indian families.,Snacks,Everest,Kilogram,Pune Organic Supplies,36,52,57,77,20,100,,18,Yes
Aashirvaad Product Premium 250g - SQKJ,SNA-AASHI-029003385,8901841734158,Premium Aashirvaad Product Premium 250g - SQKJ with excellent quality and taste.,Snacks,Aashirvaad,Gram,Delhi Wholesale Market,41,59,65,69,20,100,,18,Yes
Pedigree Product Classic 500g - CFQF,SNA-PEDI-029033555,8901522683487,Premium Pedigree Product Classic 500g - CFQF with excellent quality and taste.,Snacks,Pedigree,Box,Delhi Wholesale Market,47,67,74,54,20,100,,18,Yes
Johnson & Johnson Product Deluxe Pack of 5 - LJP1,SNA-JJ-029067299,8905160015107,Quality Johnson & Johnson Product Deluxe Pack of 5 - LJP1 from Johnson & Johnson. Trusted by Indian families.,Snacks,Johnson & Johnson,Gram,Pune Organic Supplies,30,43,47,94,20,100,,18,Yes
Vadilal Product Special 1L - TXKI,SNA-VADIL-029103504,8903094252138,Premium Vadilal Product Special 1L - TXKI with excellent quality and taste.,Snacks,Vadilal,Pieces,Chennai Spice House,39,55,61,10,20,100,,18,Yes
Havells Product Deluxe 250g - JPMR,SNA-HAVELL-029134983,8907461962321,Fresh Havells Product Deluxe 250g - JPMR at best prices. Perfect for daily use.,Snacks,Havells,Pieces,Chennai Spice House,37,53,58,47,20,100,,18,Yes
Marico Product Classic 500g - WJC6,SNA-MARICO-029168905,8907635388557,Premium Marico Product Classic 500g - WJC6 with excellent quality and taste.,Snacks,Marico,Dozen,Hyderabad Dairy Co-op,41,58,64,71,20,100,,18,Yes
Dabur Product Natural Pack of 5 - TT4R,SNA-DABUR-029200300,8903900726361,Premium Dabur Product Natural Pack of 5 - TT4R with excellent quality and taste.,Snacks,Dabur,Gram,Mumbai FMCG Distributors,39,56,62,37,20,100,,18,Yes
India Gate Product Family Pack - QWOC,SNA-INDGATE-029232549,8901302117756,Quality India Gate Product Family Pack - QWOC from India Gate. Trusted by Indian families.,Snacks,India Gate,Litre,Hyderabad Dairy Co-op,56,80,88,35,20,100,,18,Yes
MTR Product Natural 200ml - V71E,SNA-MTR-029266890,8903975921220,Quality MTR Product Natural 200ml - V71E from MTR. Trusted by Indian families.,Snacks,MTR,Gram,Delhi Wholesale Market,58,83,91,34,20,100,,18,Yes
ITC Product Super 200ml - Z1GQ,SNA-ITC-029301739,8909826153693,Fresh ITC Product Super 200ml - Z1GQ at best prices. Perfect for daily use.,Snacks,ITC,Pack,Hyderabad Dairy Co-op,34,49,54,41,20,100,,18,Yes
Nestle Product Special - EZZP,SNA-NEST-029335259,8902419592094,Fresh Nestle Product Special - EZZP at best prices. Perfect for daily use.,Snacks,Nestle,Pieces,Pune Organic Supplies,39,56,62,84,20,100,,18,Yes
Maggi Product Pack of 5 - QENH,SNA-MAGGI-029368732,8905226835280,Quality Maggi Product Pack of 5 - QENH from Maggi. Trusted by Indian families.,Snacks,Maggi,Litre,Hyderabad Dairy Co-op,28,40,44,87,20,100,,18,Yes
Procter & Gamble Product Organic Pack of 2 - NSQL,SNA-PG-029399655,8908571132344,Quality Procter & Gamble Product Organic Pack of 2 - NSQL from Procter & Gamble. Trusted by Indian families.,Snacks,Procter & Gamble,Millilitre,Pune Organic Supplies,41,59,65,84,20,100,,18,Yes
Nestle Product Premium Family Pack - QSFA,SNA-NEST-029431855,8907971035597,Fresh Nestle Product Premium Family Pack - QSFA at best prices. Perfect for daily use.,Snacks,Nestle,Millilitre,Ahmedabad Snack Mills,35,50,55,19,20,100,,18,Yes
Whiskas Product Special 200ml - A4RJ,SNA-WHISK-029463267,8909407129804,Quality Whiskas Product Special 200ml - A4RJ from Whiskas. Trusted by Indian families.,Snacks,Whiskas,Millilitre,Kolkata Trading Company,36,51,56,54,20,100,,18,Yes
Procter & Gamble Product Organic Pack of 5 - QG69,SNA-PG-029497325,8908087545733,Fresh Procter & Gamble Product Organic Pack of 5 - QG69 at best prices. Perfect for daily use.,Snacks,Procter & Gamble,Pieces,Ahmedabad Snack Mills,32,46,51,88,20,100,,18,Yes
Unilever Product Classic Pack of 2 - QZPB,SNA-UNIL-029533292,8901353229540,Fresh Unilever Product Classic Pack of 2 - QZPB at best prices. Perfect for daily use.,Snacks,Unilever,Pieces,Hyderabad Dairy Co-op,31,44,48,67,20,100,,18,Yes
MTR Product Super 1kg - HLON,SNA-MTR-029569183,8902052990938,Quality MTR Product Super 1kg - HLON from MTR. Trusted by Indian families.,Snacks,MTR,Pieces,Bangalore Fresh Produce,36,51,56,42,20,100,,18,Yes
Dabur Product Special Family Pack - INQR,SNA-DABUR-029602898,8902111838860,Premium Dabur Product Special Family Pack - INQR with excellent quality and taste.,Snacks,Dabur,Pieces,Bangalore Fresh Produce,40,57,63,48,20,100,,18,Yes
Procter & Gamble Product Classic 500ml - UEXG,SNA-PG-029636157,8905002416380,Fresh Procter & Gamble Product Classic 500ml - UEXG at best prices. Perfect for daily use.,Snacks,Procter & Gamble,Dozen,Ahmedabad Snack Mills,41,58,64,33,20,100,,18,Yes
MTR Product Super 1kg - PFZJ,SNA-MTR-029670611,8907698174762,Fresh MTR Product Super 1kg - PFZJ at best prices. Perfect for daily use.,Snacks,MTR,Dozen,Bangalore Fresh Produce,41,59,65,79,20,100,,18,Yes
Aashirvaad Product Deluxe - I6PD,SNA-AASHI-029707715,8908589853500,Premium Aashirvaad Product Deluxe - I6PD with excellent quality and taste.,Snacks,Aashirvaad,Box,Pune Organic Supplies,34,49,54,40,20,100,,18,Yes
Whiskas Product Super 250g - A7KT,FRO-WHISK-029740536,8901158243495,Premium Whiskas Product Super 250g - A7KT with excellent quality and taste.,Frozen,Whiskas,Millilitre,Mumbai FMCG Distributors,35,50,55,72,20,100,,18,Yes
Kelloggs Product Super 1L - IPOA,FRO-KELLO-029771257,8908166123339,Premium Kelloggs Product Super 1L - IPOA with excellent quality and taste.,Frozen,Kelloggs,Kilogram,Hyderabad Dairy Co-op,39,56,62,59,20,100,,18,Yes
Amul Product Organic 500g - 5C4U,FRO-AMUL-029805756,8901911481963,Fresh Amul Product Organic 500g - 5C4U at best prices. Perfect for daily use.,Frozen,Amul,Dozen,Ahmedabad Snack Mills,34,49,54,185,20,100,,18,Yes
Marico Product Fresh Pack of 5 - EKX4,FRO-MARICO-029839884,8906699286417,Quality Marico Product Fresh Pack of 5 - EKX4 from Marico. Trusted by Indian families.,Frozen,Marico,Pieces,Hyderabad Dairy Co-op,35,50,55,19,20,100,,18,Yes
Godrej Product Premium 500ml - UWRG,FRO-GODREJ-029870989,8906983495626,Fresh Godrej Product Premium 500ml - UWRG at best prices. Perfect for daily use.,Frozen,Godrej,Pieces,Bangalore Fresh Produce,37,53,58,11,20,100,,18,Yes
India Gate Product Economy - RBSY,FRO-INDGATE-029904598,8903850919152,Quality India Gate Product Economy - RBSY from India Gate. Trusted by Indian families.,Frozen,India Gate,Pieces,Kolkata Trading Company,37,53,58,67,20,100,,18,Yes
Coca Cola Product Natural - EX8I,FRO-COKE-029937769,8905168613266,Fresh Coca Cola Product Natural - EX8I at best prices. Perfect for daily use.,Frozen,Coca Cola,Box,Mumbai FMCG Distributors,42,60,66,17,20,100,,18,Yes
Havells Product Classic Pack of 5 - PSS4,FRO-HAVELL-029967817,8905321982999,Fresh Havells Product Classic Pack of 5 - PSS4 at best prices. Perfect for daily use.,Frozen,Havells,Box,Kolkata Trading Company,41,59,65,30,20,100,,18,Yes
Vadilal Product Special 1L - XZSI,FRO-VADIL-030000233,8905533439947,Premium Vadilal Product Special 1L - XZSI with excellent quality and taste.,Frozen,Vadilal,Kilogram,Bangalore Fresh Produce,33,47,52,-8,20,100,,18,Yes
MTR Product Fresh 200ml - 6YRP,FRO-MTR-030032782,8905138967394,Fresh MTR Product Fresh 200ml - 6YRP at best prices. Perfect for daily use.,Frozen,MTR,Kilogram,Ahmedabad Snack Mills,29,42,46,49,20,100,,18,Yes
Parle Product Fresh 500ml - MGWW,FRO-PARLE-030065881,8901081899829,Fresh Parle Product Fresh 500ml - MGWW at best prices. Perfect for daily use.,Frozen,Parle,Millilitre,Delhi Wholesale Market,53,76,84,15,20,100,,18,Yes
Aashirvaad Product Pack of 5 - YYVG,FRO-AASHI-030096462,8906207865026,Fresh Aashirvaad Product Pack of 5 - YYVG at best prices. Perfect for daily use.,Frozen,Aashirvaad,Box,Hyderabad Dairy Co-op,42,60,66,81,20,100,,18,Yes
Vadilal Product Classic Pack of 2 - SLUQ,FRO-VADIL-030129243,8903727618440,Fresh Vadilal Product Classic Pack of 2 - SLUQ at best prices. Perfect for daily use.,Frozen,Vadilal,Dozen,Bangalore Fresh Produce,36,52,57,23,20,100,,18,Yes
Marico Product Natural 200ml - ORQB,FRO-MARICO-030159471,8904574695396,Quality Marico Product Natural 200ml - ORQB from Marico. Trusted by Indian families.,Frozen,Marico,Millilitre,Ahmedabad Snack Mills,38,54,59,52,20,100,,18,Yes
Coca Cola Product Economy 1L - R3NS,FRO-COKE-030196686,8902136016441,Premium Coca Cola Product Economy 1L - R3NS with excellent quality and taste.,Frozen,Coca Cola,Dozen,Mumbai FMCG Distributors,37,53,58,26,20,100,,18,Yes
Procter & Gamble Product Deluxe 1kg - AEAU,FRO-PG-030236203,8904185984813,Quality Procter & Gamble Product Deluxe 1kg - AEAU from Procter & Gamble. Trusted by Indian families.,Frozen,Procter & Gamble,Kilogram,Mumbai FMCG Distributors,37,53,58,35,20,100,,18,Yes
Marico Product Classic Family Pack - X6ZI,FRO-MARICO-030269419,8907997351375,Quality Marico Product Classic Family Pack - X6ZI from Marico. Trusted by Indian families.,Frozen,Marico,Millilitre,Chennai Spice House,36,51,56,33,20,100,,18,Yes
Nirma Product Classic 1L - 19IC,FRO-NIRMA-030303909,8904378586644,Fresh Nirma Product Classic 1L - 19IC at best prices. Perfect for daily use.,Frozen,Nirma,Kilogram,Bangalore Fresh Produce,55,78,86,76,20,100,,18,Yes
Patanjali Product Classic - AQM7,FRO-PATAN-030336275,8909233213233,Premium Patanjali Product Classic - AQM7 with excellent quality and taste.,Frozen,Patanjali,Litre,Pune Organic Supplies,31,45,50,57,20,100,,18,Yes
Britannia Product Premium Family Pack - GSWE,FRO-BRIT-030372613,8908375913800,Quality Britannia Product Premium Family Pack - GSWE from Britannia. Trusted by Indian families.,Frozen,Britannia,Millilitre,Pune Organic Supplies,59,84,92,76,20,100,,18,Yes
Vadilal Product Natural 200ml - 0DKL,FRO-VADIL-030404454,8907781129737,Fresh Vadilal Product Natural 200ml - 0DKL at best prices. Perfect for daily use.,Frozen,Vadilal,Dozen,Pune Organic Supplies,50,72,79,62,20,100,,18,Yes
Whiskas Product Economy 1L - Y8ZK,FRO-WHISK-030435666,8903135915516,Quality Whiskas Product Economy 1L - Y8ZK from Whiskas. Trusted by Indian families.,Frozen,Whiskas,Litre,Ahmedabad Snack Mills,55,79,87,63,20,100,,18,Yes
Pedigree Product Economy Pack of 5 - 4WBO,FRO-PEDI-030468608,8905256395254,Quality Pedigree Product Economy Pack of 5 - 4WBO from Pedigree. Trusted by Indian families.,Frozen,Pedigree,Millilitre,Mumbai FMCG Distributors,33,47,52,93,20,100,,18,Yes
Kissan Product Fresh 200ml - D1LB,FRO-KISSAN-030503106,8908186086859,Quality Kissan Product Fresh 200ml - D1LB from Kissan. Trusted by Indian families.,Frozen,Kissan,Pieces,Delhi Wholesale Market,37,53,58,239,20,100,,18,Yes
Emami Product Classic 500g - OC32,FRO-EMAMI-030535542,8909594062440,Fresh Emami Product Classic 500g - OC32 at best prices. Perfect for daily use.,Frozen,Emami,Litre,Kolkata Trading Company,59,85,94,34,20,100,,18,Yes
Kelloggs Product Pack of 5 - Z0GL,FRO-KELLO-030569320,8905590443281,Fresh Kelloggs Product Pack of 5 - Z0GL at best prices. Perfect for daily use.,Frozen,Kelloggs,Pack,Pune Organic Supplies,33,47,52,46,20,100,,18,Yes
Nirma Product Super - WZF2,FRO-NIRMA-030600924,8902757939279,Quality Nirma Product Super - WZF2 from Nirma. Trusted by Indian families.,Frozen,Nirma,Litre,Mumbai FMCG Distributors,37,53,58,17,20,100,,18,Yes
Aashirvaad Product Fresh Pack of 5 - XJSH,FRO-AASHI-030635752,8905082657627,Quality Aashirvaad Product Fresh Pack of 5 - XJSH from Aashirvaad. Trusted by Indian families.,Frozen,Aashirvaad,Gram,Chennai Spice House,46,66,73,63,20,100,,18,Yes
Whiskas Product Deluxe Family Pack - H2NM,FRO-WHISK-030673658,8908928489516,Fresh Whiskas Product Deluxe Family Pack - H2NM at best prices. Perfect for daily use.,Frozen,Whiskas,Millilitre,Mumbai FMCG Distributors,50,71,78,15,20,100,,18,Yes
Nirma Product Special Pack of 2 - 1UC6,FRO-NIRMA-030706296,8907776548244,Premium Nirma Product Special Pack of 2 - 1UC6 with excellent quality and taste.,Frozen,Nirma,Pieces,Delhi Wholesale Market,30,43,47,89,20,100,,18,Yes
Aashirvaad Product Premium 500g - BZEE,FRO-AASHI-030738720,8904828425069,Quality Aashirvaad Product Premium 500g - BZEE from Aashirvaad. Trusted by Indian families.,Frozen,Aashirvaad,Kilogram,Delhi Wholesale Market,29,42,46,73,20,100,,18,Yes
Himalaya Product Fresh 200ml - WOE7,FRO-HIMAL-030769426,8907883989332,Fresh Himalaya Product Fresh 200ml - WOE7 at best prices. Perfect for daily use.,Frozen,Himalaya,Pieces,Hyderabad Dairy Co-op,33,47,52,41,20,100,,18,Yes
Procter & Gamble Product Premium 250g - NGFK,FRO-PG-030801548,8901805652875,Quality Procter & Gamble Product Premium 250g - NGFK from Procter & Gamble. Trusted by Indian families.,Frozen,Procter & Gamble,Gram,Kolkata Trading Company,41,59,65,30,20,100,,18,Yes
Dabur Product Super 250g - TAMB,FRO-DABUR-030834134,8905168646474,Premium Dabur Product Super 250g - TAMB with excellent quality and taste.,Frozen,Dabur,Dozen,Bangalore Fresh Produce,56,80,88,62,20,100,,18,Yes
Havells Product Organic 500ml - ZDY0,FRO-HAVELL-030866572,8907577390214,Quality Havells Product Organic 500ml - ZDY0 from Havells. Trusted by Indian families.,Frozen,Havells,Gram,Kolkata Trading Company,37,53,58,53,20,100,,18,Yes
Mother Dairy Product Deluxe 500g - PR1V,FRO-MOTHER-030899491,8908501392713,Premium Mother Dairy Product Deluxe 500g - PR1V with excellent quality and taste.,Frozen,Mother Dairy,Box,Hyderabad Dairy Co-op,28,40,44,63,20,100,,18,Yes
Havells Product Classic 500g - TYOV,FRO-HAVELL-030932178,8909528520148,Premium Havells Product Classic 500g - TYOV with excellent quality and taste.,Frozen,Havells,Gram,Delhi Wholesale Market,39,55,61,42,20,100,,18,Yes
MTR Product Classic Pack of 2 - 1LM1,FRO-MTR-030964729,8904821035368,Fresh MTR Product Classic Pack of 2 - 1LM1 at best prices. Perfect for daily use.,Frozen,MTR,Litre,Ahmedabad Snack Mills,42,60,66,74,20,100,,18,Yes
MTR Product Natural - XGBK,FRO-MTR-030998169,8902308975119,Quality MTR Product Natural - XGBK from MTR. Trusted by Indian families.,Frozen,MTR,Box,Hyderabad Dairy Co-op,34,49,54,24,20,100,,18,Yes
MTR Product Natural 200ml - ECJ0,FRO-MTR-031031904,8909786921396,Premium MTR Product Natural 200ml - ECJ0 with excellent quality and taste.,Frozen,MTR,Pieces,Bangalore Fresh Produce,29,41,45,42,20,100,,18,Yes
ITC Product Economy Pack of 2 - 0GWQ,FRO-ITC-031062542,8907732436575,Quality ITC Product Economy Pack of 2 - 0GWQ from ITC. Trusted by Indian families.,Frozen,ITC,Pack,Ahmedabad Snack Mills,38,54,59,18,20,100,,18,Yes
Procter & Gamble Product Natural 500g - GWCW,FRO-PG-031093287,8909899420100,Quality Procter & Gamble Product Natural 500g - GWCW from Procter & Gamble. Trusted by Indian families.,Frozen,Procter & Gamble,Litre,Chennai Spice House,59,84,92,72,20,100,,18,Yes
Aashirvaad Product Super Pack of 5 - O8GS,FRO-AASHI-031126562,8908319359978,Premium Aashirvaad Product Super Pack of 5 - O8GS with excellent quality and taste.,Frozen,Aashirvaad,Gram,Pune Organic Supplies,34,48,53,18,20,100,,18,Yes
Aashirvaad Product Economy 200ml - R6I4,FRO-AASHI-031157437,8907228318614,Premium Aashirvaad Product Economy 200ml - R6I4 with excellent quality and taste.,Frozen,Aashirvaad,Pieces,Mumbai FMCG Distributors,46,65,72,32,20,100,,18,Yes
Nirma Product Classic 200ml - 56Q1,FRO-NIRMA-031188881,8909277026712,Premium Nirma Product Classic 200ml - 56Q1 with excellent quality and taste.,Frozen,Nirma,Pack,Hyderabad Dairy Co-op,31,45,50,34,20,100,,18,Yes
Maggi Product Premium 250g - G65A,FRO-MAGGI-031219203,8909315381655,Premium Maggi Product Premium 250g - G65A with excellent quality and taste.,Frozen,Maggi,Box,Delhi Wholesale Market,42,60,66,10,20,100,,18,Yes
Coca Cola Product Fresh Pack of 2 - YSVA,FRO-COKE-031252734,8905506311023,Quality Coca Cola Product Fresh Pack of 2 - YSVA from Coca Cola. Trusted by Indian families.,Frozen,Coca Cola,Dozen,Kolkata Trading Company,39,55,61,77,20,100,,18,Yes
Maggi Product Special Pack of 5 - AQFY,FRO-MAGGI-031287783,8903768920733,Quality Maggi Product Special Pack of 5 - AQFY from Maggi. Trusted by Indian families.,Frozen,Maggi,Dozen,Hyderabad Dairy Co-op,39,55,61,53,20,100,,18,Yes
Nirma Product Economy 200ml - G9CY,FRO-NIRMA-031321699,8903545359181,Fresh Nirma Product Economy 200ml - G9CY at best prices. Perfect for daily use.,Frozen,Nirma,Kilogram,Delhi Wholesale Market,36,51,56,55,20,100,,18,Yes
Unilever Product Special Pack of 2 - UKQU,FRO-UNIL-031354398,8909388148759,Quality Unilever Product Special Pack of 2 - UKQU from Unilever. Trusted by Indian families.,Frozen,Unilever,Pieces,Kolkata Trading Company,46,66,73,65,20,100,,18,Yes
Nirma Product Deluxe Pack of 5 - EKUT,FRO-NIRMA-031387202,8903825728653,Premium Nirma Product Deluxe Pack of 5 - EKUT with excellent quality and taste.,Frozen,Nirma,Gram,Delhi Wholesale Market,57,81,89,31,20,100,,18,Yes
Vadilal Product Natural 1L - SCEF,FRO-VADIL-031420920,8904398142816,Premium Vadilal Product Natural 1L - SCEF with excellent quality and taste.,Frozen,Vadilal,Litre,Mumbai FMCG Distributors,35,50,55,79,20,100,,18,Yes
Tata Sampann Product Economy 200ml - CM4J,FRO-TATAS-031453980,8909609646318,Quality Tata Sampann Product Economy 200ml - CM4J from Tata Sampann. Trusted by Indian families.,Frozen,Tata Sampann,Litre,Chennai Spice House,39,56,62,62,20,100,,18,Yes
Pedigree Product Special 1L - UD0D,FRO-PEDI-031487498,8908873659052,Premium Pedigree Product Special 1L - UD0D with excellent quality and taste.,Frozen,Pedigree,Pack,Kolkata Trading Company,42,60,66,53,20,100,,18,Yes
Havells Product Special - XZ3M,FRO-HAVELL-031519446,8906928433916,Quality Havells Product Special - XZ3M from Havells. Trusted by Indian families.,Frozen,Havells,Litre,Ahmedabad Snack Mills,36,51,56,62,20,100,,18,Yes
India Gate Product Special 1kg - 4BX3,FRO-INDGATE-031553449,8907680438489,Quality India Gate Product Special 1kg - 4BX3 from India Gate. Trusted by Indian families.,Frozen,India Gate,Pack,Mumbai FMCG Distributors,37,53,58,-10,20,100,,18,Yes
Amul Product Natural 500g - BV8A,FRO-AMUL-031586633,8908625755161,Premium Amul Product Natural 500g - BV8A with excellent quality and taste.,Frozen,Amul,Gram,Ahmedabad Snack Mills,36,51,56,200,20,100,,18,Yes
